order,sub_no,cond,trial,id,p,x,q,y,choice
3,5,1,109,100,10,500,30,400,1
3,5,1,110,129,90,500,80,400,0
3,5,1,111,89,30,400,60,100,0
3,5,1,112,61,70,500,80,200,0
3,5,1,113,54,10,500,90,300,1
3,5,1,114,24,70,300,90,100,1
3,5,1,115,62,70,500,90,400,1
3,5,1,116,148,80,400,70,200,0
3,5,1,117,128,90,500,60,300,0
3,5,1,118,86,70,400,90,300,1
3,5,1,119,87,60,300,90,200,1
3,5,1,120,81,10,400,70,200,1
3,5,1,121,5,60,300,80,100,0
3,5,1,122,20,30,400,70,200,1
3,5,1,123,107,80,500,90,100,0
3,5,1,124,146,90,400,80,200,0
3,5,1,125,96,30,500,70,200,1
3,5,1,126,125,70,500,60,200,0
3,5,1,127,1,30,200,70,100,1
3,5,1,128,13,60,300,70,100,0
3,5,1,129,108,80,500,90,200,1
3,5,1,130,30,10,200,90,100,1
3,5,1,131,131,10,400,10,200,0
3,5,1,132,132,60,500,30,100,0
3,5,1,133,113,10,300,30,200,1
3,5,1,134,18,10,500,60,200,1
3,5,1,135,143,70,300,30,200,0
3,5,1,136,111,10,500,70,100,1
3,5,1,137,58,70,500,90,300,1
3,5,1,138,26,10,400,30,200,1
3,5,1,139,136,30,200,10,200,0
3,5,1,140,116,10,400,80,100,1
3,5,1,141,150,90,500,90,100,0
3,5,1,142,45,70,400,90,100,0
3,5,1,143,2,70,400,80,100,0
3,5,1,144,117,30,300,60,200,1
3,5,1,145,41,10,500,80,400,1
3,5,1,146,102,60,500,70,400,1
3,5,1,147,29,80,400,90,200,1
3,5,1,148,98,30,300,70,200,1
3,5,1,149,39,80,200,90,100,1
4,6,0,0,46,40,300,70,200,1
4,6,0,1,65,20,300,90,200,1
4,6,0,2,83,20,500,40,300,1
4,6,0,3,111,10,500,40,100,0
4,6,0,4,133,30,500,30,400,0
4,6,0,5,144,30,300,20,100,0
4,6,0,6,143,40,300,20,200,0
4,6,0,7,18,10,500,30,200,0
4,6,0,8,105,10,500,90,400,1
4,6,0,9,24,40,300,90,100,0
4,6,0,10,115,20,400,90,100,1
4,6,0,11,145,90,500,40,100,0
4,6,0,12,52,40,500,70,300,1
4,6,0,13,72,20,500,90,300,1
4,6,0,14,123,70,500,10,300,0
4,6,0,15,96,20,500,40,200,0
4,6,0,16,75,30,400,70,100,0
4,6,0,17,58,40,500,90,300,1
4,6,0,18,49,30,300,70,200,1
4,6,0,19,14,20,400,30,200,0
4,6,0,20,34,70,400,90,100,0
4,6,0,21,33,10,500,20,100,0
4,6,0,22,68,20,500,70,100,0
4,6,0,23,9,10,400,20,100,0
4,6,0,24,3,10,500,40,200,1
4,6,0,25,120,40,500,90,100,0
4,6,0,26,60,20,200,90,100,1
4,6,0,27,116,10,400,70,100,1
4,6,0,28,45,40,400,90,100,0
4,6,0,29,26,10,400,20,200,0
4,6,0,30,128,90,500,30,300,0
4,6,0,31,27,10,300,70,100,1
4,6,0,32,40,30,300,40,200,0
4,6,0,33,97,20,300,40,100,0
4,6,0,34,35,30,500,90,200,1
4,6,0,35,110,10,300,20,100,0
4,6,0,36,38,20,400,30,300,0
4,6,0,37,62,40,500,90,400,1
4,6,0,38,57,10,400,30,200,1
4,6,0,39,139,70,200,30,100,0
4,6,0,40,10,20,500,70,400,1
4,6,0,41,106,30,500,40,300,1
4,6,0,42,95,70,300,90,200,0
4,6,0,43,142,70,300,70,200,0
4,6,0,44,119,10,500,40,300,1
4,6,0,45,39,70,200,90,100,0
4,6,0,46,108,70,500,90,200,0
4,6,0,47,37,40,400,90,200,1
4,6,0,48,66,10,200,40,100,1
4,6,0,49,70,30,500,90,100,1
4,6,0,50,122,90,200,70,200,0
4,6,0,51,107,70,500,90,100,0
4,6,0,52,121,20,500,10,400,0
4,6,0,53,1,20,200,40,100,1
4,6,0,54,113,10,300,20,200,0
4,6,0,55,64,10,200,20,100,0
4,6,0,56,118,30,500,40,200,0
4,6,0,57,78,10,300,90,200,1
4,6,0,58,88,20,500,90,100,1
4,6,0,59,36,40,400,70,300,1
4,6,0,60,17,30,400,70,200,0
4,6,0,61,141,90,500,30,500,0
4,6,0,62,101,10,400,90,200,1
4,6,0,63,138,40,400,10,300,0
4,6,0,64,81,10,400,40,200,1
4,6,0,65,15,20,500,30,400,0
4,6,0,66,147,90,500,10,400,0
4,6,0,67,31,20,400,70,200,1
4,6,0,68,16,10,300,70,200,1
4,6,0,69,13,30,300,40,100,0
4,6,0,70,51,20,400,90,200,1
4,6,0,71,63,40,300,70,100,0
4,6,0,72,54,10,500,90,300,1
4,6,0,73,84,30,400,90,100,1
4,6,0,74,103,10,500,40,400,1
4,6,0,75,129,90,500,70,400,0
4,6,0,76,61,40,500,70,200,0
4,6,0,77,92,20,400,90,300,1
4,6,0,78,82,30,300,90,100,1
4,6,0,79,102,30,500,40,400,0
4,6,0,80,67,10,500,90,200,1
4,6,0,81,137,20,400,10,200,0
4,6,0,82,8,30,400,40,300,1
4,6,0,83,5,30,300,70,100,0
4,6,0,84,69,20,400,70,100,1
4,6,0,85,41,10,500,70,400,1
4,6,0,86,2,40,400,70,100,0
4,6,0,87,19,20,400,40,100,0
4,6,0,88,23,30,500,70,200,1
4,6,0,89,100,10,500,20,400,1
